@relation bookkeeper_Training_3

@attribute LOC numeric
@attribute num_comments numeric
@attribute num_revisions numeric
@attribute num_auth numeric
@attribute num_fix numeric
@attribute LOC_touched numeric
@attribute LOC_added numeric
@attribute MAX_LOC_added numeric
@attribute AVG_LOC_added numeric
@attribute churn numeric
@attribute MAX_churn numeric
@attribute AVG_churn numeric
@attribute buggy {'YES', 'NO'}

@data
63,48,0,0,0,0,0,0,0,0,0,0,YES
318,260,3,2,0,91,86,47,28,81,47,27,YES
136,21,1,1,0,3,3,3,3,3,3,3,YES
141,23,1,1,0,4,4,4,4,4,4,4,YES
190,28,1,1,0,17,15,15,15,13,13,13,YES
46,17,0,0,0,0,0,0,0,0,0,0,NO
165,24,1,1,0,81,59,59,59,37,37,37,NO
162,69,1,1,0,13,13,13,13,13,13,13,NO
58,29,0,0,0,0,0,0,0,0,0,0,NO
148,56,1,1,0,19,9,9,9,1,1,1,YES
74,23,0,0,0,0,0,0,0,0,0,0,NO
36,21,1,1,0,36,36,36,36,36,36,36,NO
37,22,0,0,0,0,0,0,0,0,0,0,NO
38,23,0,0,0,0,0,0,0,0,0,0,NO
39,24,0,0,0,0,0,0,0,0,0,0,NO
96,37,0,0,0,0,0,0,0,0,0,0,YES
88,37,0,0,0,0,0,0,0,0,0,0,NO
71,26,0,0,0,0,0,0,0,0,0,0,NO
114,43,1,1,0,28,14,14,14,0,0,0,NO
342,150,1,1,0,78,42,42,42,6,6,6,YES
84,30,0,0,0,0,0,0,0,0,0,0,NO
58,20,0,0,0,0,0,0,0,0,0,0,NO
129,49,1,1,0,8,7,7,7,6,6,6,NO
363,145,1,1,0,16,5,5,5,6,6,6,YES
242,90,1,1,0,13,12,12,12,11,11,11,YES
682,183,4,1,0,144,120,38,30,96,37,24,YES
366,131,1,1,0,2,1,1,1,0,0,0,YES
103,38,1,1,0,6,5,5,5,4,4,4,YES
41,18,0,0,0,0,0,0,0,0,0,0,NO
66,20,0,0,0,0,0,0,0,0,0,0,NO
63,33,1,1,0,9,9,9,9,9,9,9,NO
47,36,0,0,0,0,0,0,0,0,0,0,NO
183,63,0,0,0,0,0,0,0,0,0,0,NO
49,17,0,0,0,0,0,0,0,0,0,0,NO
50,17,0,0,0,0,0,0,0,0,0,0,NO
98,17,0,0,0,0,0,0,0,0,0,0,NO
143,48,1,1,0,5,5,5,5,5,5,5,NO
43,17,0,0,0,0,0,0,0,0,0,0,NO
42,17,0,0,0,0,0,0,0,0,0,0,NO
56,21,1,1,0,6,3,3,3,0,0,0,NO
162,27,0,0,0,0,0,0,0,0,0,0,YES
6523,153,1,1,0,12852,6504,6504,6504,156,156,156,YES
153,33,0,0,0,0,0,0,0,0,0,0,NO
43,20,1,1,0,2,1,1,1,0,0,0,NO
41,21,0,0,0,0,0,0,0,0,0,0,NO
400,159,3,2,0,414,407,397,135,400,397,133,YES
425,54,2,1,0,431,428,424,214,425,424,212,YES
1041,59,2,1,0,1073,1057,1029,528,1041,1029,520,YES
92,21,1,1,0,92,92,92,92,92,92,92,NO
355,62,2,1,0,359,357,357,178,359,357,179,YES
123,26,1,1,0,123,123,123,123,123,123,123,NO
105,18,0,0,0,0,0,0,0,0,0,0,YES
105,17,0,0,0,0,0,0,0,0,0,0,YES
92,17,0,0,0,0,0,0,0,0,0,0,YES
101,18,0,0,0,0,0,0,0,0,0,0,NO
45,19,0,0,0,0,0,0,0,0,0,0,YES
299,53,2,1,0,14,12,8,6,10,8,5,YES
32,17,1,1,0,2,1,1,1,0,0,0,NO
111,20,0,0,0,0,0,0,0,0,0,0,NO
35,20,0,0,0,0,0,0,0,0,0,0,NO
85,18,1,1,0,4,4,4,4,4,4,4,YES
27,17,0,0,0,0,0,0,0,0,0,0,NO
28,17,0,0,0,0,0,0,0,0,0,0,NO
36,20,2,1,0,7,7,5,3,7,5,3,YES
574,152,2,1,0,14,11,8,5,8,5,4,YES
67,17,1,1,0,3,3,3,3,3,3,3,NO
29,21,0,0,0,0,0,0,0,0,0,0,NO
72,18,1,1,0,8,8,8,8,8,8,8,NO
37,27,0,0,0,0,0,0,0,0,0,0,NO
51,17,2,1,0,53,52,51,26,51,51,25,NO
31,23,1,1,0,31,31,31,31,31,31,31,NO
77,17,1,1,0,9,9,9,9,9,9,9,YES
168,33,1,1,0,14,14,14,14,14,14,14,YES
81,18,1,1,0,11,10,10,10,9,9,9,YES
37,29,1,1,0,37,37,37,37,37,37,37,NO
27,20,1,1,0,27,27,27,27,27,27,27,NO
48,21,1,1,0,48,48,48,48,48,48,48,NO
436,65,3,1,0,107,79,53,26,67,53,22,YES
77,20,1,1,0,77,77,77,77,77,77,77,YES
63,41,1,1,0,63,63,63,63,63,63,63,NO
76,30,0,0,0,0,0,0,0,0,0,0,NO
191,35,2,1,0,195,193,190,96,191,190,95,YES
160,31,1,1,0,1,1,1,1,1,1,1,NO
906,135,3,1,0,245,207,165,69,169,131,56,YES
74,17,0,0,0,0,0,0,0,0,0,0,NO
94,24,0,0,0,0,0,0,0,0,0,0,NO
22,17,0,0,0,0,0,0,0,0,0,0,NO
481,67,2,1,0,70,62,50,31,54,42,27,NO
62,17,0,0,0,0,0,0,0,0,0,0,NO
58,22,0,0,0,0,0,0,0,0,0,0,NO
94,70,1,1,0,3,3,3,3,3,3,3,NO
27,22,0,0,0,0,0,0,0,0,0,0,NO
77,30,0,0,0,0,0,0,0,0,0,0,NO
744,247,3,1,0,46,43,29,14,40,28,13,YES
64,20,1,1,0,64,64,64,64,64,64,64,YES
45,32,1,1,0,45,45,45,45,45,45,45,NO
63,45,0,0,0,0,0,0,0,0,0,0,NO
37,17,0,0,0,0,0,0,0,0,0,0,NO
64,29,0,0,0,0,0,0,0,0,0,0,NO
124,19,0,0,0,0,0,0,0,0,0,0,NO
172,24,2,1,0,30,21,11,10,12,10,6,NO
36,17,1,1,0,4,2,2,2,0,0,0,NO
58,18,0,0,0,0,0,0,0,0,0,0,NO
62,17,0,0,0,0,0,0,0,0,0,0,NO
132,32,1,1,0,6,4,4,4,2,2,2,NO
74,21,1,1,0,2,1,1,1,0,0,0,NO
83,17,0,0,0,0,0,0,0,0,0,0,NO
74,20,0,0,0,0,0,0,0,0,0,0,NO
48,28,0,0,0,0,0,0,0,0,0,0,NO
60,27,0,0,0,0,0,0,0,0,0,0,NO
86,25,1,1,0,20,18,18,18,16,16,16,NO
355,47,3,1,0,334,253,241,84,186,174,62,NO
53,20,0,0,0,0,0,0,0,0,0,0,NO
612,90,4,1,0,210,185,98,46,160,92,40,YES
39,17,0,0,0,0,0,0,0,0,0,0,NO
78,23,0,0,0,0,0,0,0,0,0,0,YES
85,34,1,1,0,27,24,24,24,21,21,21,YES
31,23,0,0,0,0,0,0,0,0,0,0,NO
57,45,0,0,0,0,0,0,0,0,0,0,NO
108,86,1,1,0,4,4,4,4,4,4,4,NO
32,17,1,1,0,2,1,1,1,0,0,0,NO
227,17,0,0,0,0,0,0,0,0,0,0,NO
201,43,1,1,0,4,4,4,4,4,4,4,NO
80,60,1,1,0,5,5,5,5,5,5,5,NO
28,17,0,0,0,0,0,0,0,0,0,0,NO
57,19,1,1,0,5,5,5,5,5,5,5,NO
446,50,2,1,0,19,18,17,9,17,17,8,NO
103,17,0,0,0,0,0,0,0,0,0,0,NO
35,17,1,1,0,2,1,1,1,0,0,0,NO
98,17,0,0,0,0,0,0,0,0,0,0,NO
79,22,0,0,0,0,0,0,0,0,0,0,NO
215,23,0,0,0,0,0,0,0,0,0,0,NO
271,20,0,0,0,0,0,0,0,0,0,0,YES
458,26,1,1,0,21,14,14,14,7,7,7,YES
137,34,0,0,0,0,0,0,0,0,0,0,YES
357,32,1,1,1,41,15,15,15,11,11,11,YES
1242,229,17,3,7,792,635,175,37,510,153,30,YES
51,20,0,0,0,0,0,0,0,0,0,0,NO
154,20,1,1,0,6,5,5,5,4,4,4,YES
31,23,0,0,0,0,0,0,0,0,0,0,NO
928,140,4,3,1,278,261,169,65,254,168,63,NO
180,45,0,0,0,0,0,0,0,0,0,0,NO
260,35,3,2,1,138,101,88,33,64,61,21,YES
551,141,5,3,1,151,110,62,22,69,43,13,YES
40,29,0,0,0,0,0,0,0,0,0,0,NO
361,67,2,1,1,104,103,63,51,102,62,51,YES
388,30,2,2,1,27,18,11,9,9,6,4,YES
51,39,1,1,0,51,51,51,51,51,51,51,NO
577,129,6,3,3,169,118,67,19,75,59,12,NO
32,20,0,0,0,0,0,0,0,0,0,0,NO
66,20,0,0,0,0,0,0,0,0,0,0,NO
188,41,7,2,2,77,39,13,5,37,18,5,YES
582,170,6,3,4,54,30,10,5,18,7,3,NO
158,26,1,1,1,4,2,2,2,0,0,0,YES
50,25,1,1,1,4,4,4,4,4,4,4,NO
27,20,0,0,0,0,0,0,0,0,0,0,NO
928,143,9,2,3,274,207,93,23,150,72,16,YES
60,41,0,0,0,0,0,0,0,0,0,0,NO
62,24,1,1,1,4,2,2,2,0,0,0,NO
87,25,1,1,1,9,4,4,4,1,1,1,NO
52,24,1,1,1,2,1,1,1,0,0,0,NO
268,86,3,2,2,272,270,240,90,268,240,89,NO
163,24,0,0,0,0,0,0,0,0,0,0,NO
109,76,1,1,1,20,19,19,19,18,18,18,NO
147,41,0,0,0,0,0,0,0,0,0,0,NO
58,25,1,1,0,2,1,1,1,0,0,0,NO
44,23,0,0,0,0,0,0,0,0,0,0,NO
106,39,1,1,0,108,108,108,108,108,108,108,NO
139,96,0,0,0,0,0,0,0,0,0,0,NO
326,33,4,1,0,44,44,11,11,44,11,11,NO
648,348,10,3,5,176,121,73,12,104,66,10,NO
778,337,13,3,2,660,319,101,24,330,145,25,YES
314,66,3,2,1,146,122,111,40,102,99,34,YES
55,17,0,0,0,0,0,0,0,0,0,0,NO
191,40,1,1,0,7,7,7,7,7,7,7,NO
90,65,2,1,0,51,38,25,19,25,14,12,NO
273,59,4,1,0,297,285,274,71,281,274,70,NO
137,57,4,2,1,45,16,9,4,19,15,4,NO
79,44,3,2,0,28,13,6,4,6,4,2,NO
82,31,1,1,0,2,0,0,0,2,2,2,NO
147,56,5,2,1,189,168,112,33,147,112,29,NO
422,119,4,1,0,612,517,298,129,422,298,105,NO
978,299,12,3,6,603,338,164,28,185,91,15,YES
467,101,9,3,5,391,273,154,30,181,102,20,YES
189,52,3,2,0,94,56,42,18,60,38,20,NO
